date,item_id,store_id,sales
2014-02-16,SKU_A,S1,5
2014-02-16,SKU_A,S2,5
2014-02-16,SKU_B,S1,8
2014-02-16,SKU_B,S2,7
2014-02-16,SKU_C,S1,3
2014-02-16,SKU_C,S2,3
2014-02-17,SKU_A,S1,4
2014-02-17,SKU_A,S2,3
2014-02-17,SKU_B,S1,5
2014-02-17,SKU_B,S2,5
2014-02-17,SKU_C,S1,3
2014-02-17,SKU_C,S2,3
2014-02-18,SKU_A,S1,4
2014-02-18,SKU_A,S2,3
2014-02-18,SKU_B,S1,6
2014-02-18,SKU_B,S2,6
2014-02-18,SKU_C,S1,3
2014-02-18,SKU_C,S2,2
2014-02-19,SKU_A,S1,4
2014-02-19,SKU_A,S2,4
2014-02-19,SKU_B,S1,7
2014-02-19,SKU_B,S2,6
2014-02-19,SKU_C,S1,3
2014-02-19,SKU_C,S2,3
2014-02-20,SKU_A,S1,4
2014-02-20,SKU_A,S2,4
2014-02-20,SKU_B,S1,6
2014-02-20,SKU_B,S2,5
2014-02-20,SKU_C,S1,2
2014-02-20,SKU_C,S2,2
2014-02-21,SKU_A,S1,4
2014-02-21,SKU_A,S2,4
2014-02-21,SKU_B,S1,6
2014-02-21,SKU_B,S2,6
2014-02-21,SKU_C,S1,4
2014-02-21,SKU_C,S2,4
2014-02-22,SKU_A,S1,4
2014-02-22,SKU_A,S2,4
2014-02-22,SKU_B,S1,7
2014-02-22,SKU_B,S2,6
2014-02-22,SKU_C,S1,3
2014-02-22,SKU_C,S2,3
2014-02-23,SKU_A,S1,4
2014-02-23,SKU_A,S2,3
2014-02-23,SKU_B,S1,6
2014-02-23,SKU_B,S2,5
2014-02-23,SKU_C,S1,3
2014-02-23,SKU_C,S2,2
2014-02-24,SKU_A,S1,5
2014-02-24,SKU_A,S2,5
2014-02-24,SKU_B,S1,6
2014-02-24,SKU_B,S2,5
2014-02-24,SKU_C,S1,4
2014-02-24,SKU_C,S2,3
2014-02-25,SKU_A,S1,4
2014-02-25,SKU_A,S2,3
2014-02-25,SKU_B,S1,7
2014-02-25,SKU_B,S2,6
2014-02-25,SKU_C,S1,3
2014-02-25,SKU_C,S2,3
2014-02-26,SKU_A,S1,4
2014-02-26,SKU_A,S2,4
2014-02-26,SKU_B,S1,6
2014-02-26,SKU_B,S2,6
2014-02-26,SKU_C,S1,3
2014-02-26,SKU_C,S2,2
2014-02-27,SKU_A,S1,5
2014-02-27,SKU_A,S2,4
2014-02-27,SKU_B,S1,6
2014-02-27,SKU_B,S2,6
2014-02-27,SKU_C,S1,3
2014-02-27,SKU_C,S2,2
2014-02-28,SKU_A,S1,4
2014-02-28,SKU_A,S2,3
2014-02-28,SKU_B,S1,6
2014-02-28,SKU_B,S2,6
2014-02-28,SKU_C,S1,4
2014-02-28,SKU_C,S2,4
2014-03-01,SKU_A,S1,4
2014-03-01,SKU_A,S2,4
2014-03-01,SKU_B,S1,6
2014-03-01,SKU_B,S2,6
2014-03-01,SKU_C,S1,3
2014-03-01,SKU_C,S2,3
2014-03-02,SKU_A,S1,5
2014-03-02,SKU_A,S2,5
2014-03-02,SKU_B,S1,6
2014-03-02,SKU_B,S2,6
2014-03-02,SKU_C,S1,3
2014-03-02,SKU_C,S2,3
2014-03-03,SKU_A,S1,5
2014-03-03,SKU_A,S2,4
2014-03-03,SKU_B,S1,6
2014-03-03,SKU_B,S2,6
2014-03-03,SKU_C,S1,4
2014-03-03,SKU_C,S2,4
2014-03-04,SKU_A,S1,5
2014-03-04,SKU_A,S2,4
2014-03-04,SKU_B,S1,6
2014-03-04,SKU_B,S2,5
2014-03-04,SKU_C,S1,3
2014-03-04,SKU_C,S2,2
2014-03-05,SKU_A,S1,5
2014-03-05,SKU_A,S2,5
2014-03-05,SKU_B,S1,7
2014-03-05,SKU_B,S2,7
2014-03-05,SKU_C,S1,3
2014-03-05,SKU_C,S2,3
2014-03-06,SKU_A,S1,4
2014-03-06,SKU_A,S2,4
2014-03-06,SKU_B,S1,7
2014-03-06,SKU_B,S2,6
2014-03-06,SKU_C,S1,3
2014-03-06,SKU_C,S2,2
2014-03-07,SKU_A,S1,4
2014-03-07,SKU_A,S2,3
2014-03-07,SKU_B,S1,7
2014-03-07,SKU_B,S2,6
2014-03-07,SKU_C,S1,3
2014-03-07,SKU_C,S2,3
2014-03-08,SKU_A,S1,4
2014-03-08,SKU_A,S2,4
2014-03-08,SKU_B,S1,6
2014-03-08,SKU_B,S2,6
2014-03-08,SKU_C,S1,3
2014-03-08,SKU_C,S2,3
2014-03-09,SKU_A,S1,5
2014-03-09,SKU_A,S2,5
2014-03-09,SKU_B,S1,6
2014-03-09,SKU_B,S2,6
2014-03-09,SKU_C,S1,4
2014-03-09,SKU_C,S2,3
2014-03-10,SKU_A,S1,3
2014-03-10,SKU_A,S2,3
2014-03-10,SKU_B,S1,6
2014-03-10,SKU_B,S2,6
2014-03-10,SKU_C,S1,3
2014-03-10,SKU_C,S2,2
2014-03-11,SKU_A,S1,4
2014-03-11,SKU_A,S2,3
2014-03-11,SKU_B,S1,6
2014-03-11,SKU_B,S2,5
2014-03-11,SKU_C,S1,3
2014-03-11,SKU_C,S2,3
2014-03-12,SKU_A,S1,5
2014-03-12,SKU_A,S2,4
2014-03-12,SKU_B,S1,6
2014-03-12,SKU_B,S2,5
2014-03-12,SKU_C,S1,3
2014-03-12,SKU_C,S2,3
2014-03-13,SKU_A,S1,4
2014-03-13,SKU_A,S2,4
2014-03-13,SKU_B,S1,6
2014-03-13,SKU_B,S2,6
2014-03-13,SKU_C,S1,4
2014-03-13,SKU_C,S2,3
2014-03-14,SKU_A,S1,5
2014-03-14,SKU_A,S2,4
2014-03-14,SKU_B,S1,7
2014-03-14,SKU_B,S2,6
2014-03-14,SKU_C,S1,3
2014-03-14,SKU_C,S2,3
2014-03-15,SKU_A,S1,4
2014-03-15,SKU_A,S2,4
2014-03-15,SKU_B,S1,6
2014-03-15,SKU_B,S2,6
2014-03-15,SKU_C,S1,3
2014-03-15,SKU_C,S2,3
2014-03-16,SKU_A,S1,5
2014-03-16,SKU_A,S2,4
2014-03-16,SKU_B,S1,6
2014-03-16,SKU_B,S2,5
2014-03-16,SKU_C,S1,3
2014-03-16,SKU_C,S2,3
2014-03-17,SKU_A,S1,5
2014-03-17,SKU_A,S2,4
2014-03-17,SKU_B,S1,8
2014-03-17,SKU_B,S2,7
2014-03-17,SKU_C,S1,4
2014-03-17,SKU_C,S2,4
2014-03-18,SKU_A,S1,4
2014-03-18,SKU_A,S2,4
2014-03-18,SKU_B,S1,6
2014-03-18,SKU_B,S2,6
2014-03-18,SKU_C,S1,3
2014-03-18,SKU_C,S2,2
2014-03-19,SKU_A,S1,4
2014-03-19,SKU_A,S2,4
2014-03-19,SKU_B,S1,6
2014-03-19,SKU_B,S2,6
2014-03-19,SKU_C,S1,4
2014-03-19,SKU_C,S2,3
2014-03-20,SKU_A,S1,4
2014-03-20,SKU_A,S2,4
2014-03-20,SKU_B,S1,6
2014-03-20,SKU_B,S2,5
2014-03-20,SKU_C,S1,2
2014-03-20,SKU_C,S2,2
2014-03-21,SKU_A,S1,4
2014-03-21,SKU_A,S2,4
2014-03-21,SKU_B,S1,6
2014-03-21,SKU_B,S2,5
2014-03-21,SKU_C,S1,3
2014-03-21,SKU_C,S2,2
2014-03-22,SKU_A,S1,4
2014-03-22,SKU_A,S2,4
2014-03-22,SKU_B,S1,6
2014-03-22,SKU_B,S2,6
2014-03-22,SKU_C,S1,2
2014-03-22,SKU_C,S2,2
2014-03-23,SKU_A,S1,4
2014-03-23,SKU_A,S2,3
2014-03-23,SKU_B,S1,7
2014-03-23,SKU_B,S2,7
2014-03-23,SKU_C,S1,3
2014-03-23,SKU_C,S2,2
2014-03-24,SKU_A,S1,4
2014-03-24,SKU_A,S2,3
2014-03-24,SKU_B,S1,7
2014-03-24,SKU_B,S2,7
2014-03-24,SKU_C,S1,5
2014-03-24,SKU_C,S2,4
2014-03-25,SKU_A,S1,4
2014-03-25,SKU_A,S2,3
2014-03-25,SKU_B,S1,6
2014-03-25,SKU_B,S2,6
2014-03-25,SKU_C,S1,3
2014-03-25,SKU_C,S2,3
2014-03-26,SKU_A,S1,5
2014-03-26,SKU_A,S2,5
2014-03-26,SKU_B,S1,6
2014-03-26,SKU_B,S2,5
2014-03-26,SKU_C,S1,3
2014-03-26,SKU_C,S2,3
2014-03-27,SKU_A,S1,5
2014-03-27,SKU_A,S2,4
2014-03-27,SKU_B,S1,6
2014-03-27,SKU_B,S2,6
2014-03-27,SKU_C,S1,3
2014-03-27,SKU_C,S2,3
2014-03-28,SKU_A,S1,4
2014-03-28,SKU_A,S2,4
2014-03-28,SKU_B,S1,6
2014-03-28,SKU_B,S2,5
2014-03-28,SKU_C,S1,3
2014-03-28,SKU_C,S2,3
2014-03-29,SKU_A,S1,4
2014-03-29,SKU_A,S2,4
2014-03-29,SKU_B,S1,6
2014-03-29,SKU_B,S2,6
2014-03-29,SKU_C,S1,3
2014-03-29,SKU_C,S2,2
2014-03-30,SKU_A,S1,5
2014-03-30,SKU_A,S2,4
2014-03-30,SKU_B,S1,7
2014-03-30,SKU_B,S2,6
2014-03-30,SKU_C,S1,3
2014-03-30,SKU_C,S2,3
2014-03-31,SKU_A,S1,5
2014-03-31,SKU_A,S2,4
2014-03-31,SKU_B,S1,6
2014-03-31,SKU_B,S2,6
2014-03-31,SKU_C,S1,3
2014-03-31,SKU_C,S2,3
2014-04-01,SKU_A,S1,4
2014-04-01,SKU_A,S2,4
2014-04-01,SKU_B,S1,6
2014-04-01,SKU_B,S2,6
2014-04-01,SKU_C,S1,3
2014-04-01,SKU_C,S2,3
2014-04-02,SKU_A,S1,6
2014-04-02,SKU_A,S2,5
2014-04-02,SKU_B,S1,7
2014-04-02,SKU_B,S2,7
2014-04-02,SKU_C,S1,3
2014-04-02,SKU_C,S2,3
2014-04-03,SKU_A,S1,4
2014-04-03,SKU_A,S2,4
2014-04-03,SKU_B,S1,6
2014-04-03,SKU_B,S2,5
2014-04-03,SKU_C,S1,4
2014-04-03,SKU_C,S2,3
2014-04-04,SKU_A,S1,5
2014-04-04,SKU_A,S2,4
2014-04-04,SKU_B,S1,6
2014-04-04,SKU_B,S2,6
2014-04-04,SKU_C,S1,2
2014-04-04,SKU_C,S2,2
2014-04-05,SKU_A,S1,5
2014-04-05,SKU_A,S2,4
2014-04-05,SKU_B,S1,6
2014-04-05,SKU_B,S2,6
2014-04-05,SKU_C,S1,3
2014-04-05,SKU_C,S2,2
2014-04-06,SKU_A,S1,4
2014-04-06,SKU_A,S2,4
2014-04-06,SKU_B,S1,6
2014-04-06,SKU_B,S2,6
2014-04-06,SKU_C,S1,3
2014-04-06,SKU_C,S2,3
2014-04-07,SKU_A,S1,4
2014-04-07,SKU_A,S2,4
2014-04-07,SKU_B,S1,6
2014-04-07,SKU_B,S2,6
2014-04-07,SKU_C,S1,3
2014-04-07,SKU_C,S2,3
2014-04-08,SKU_A,S1,5
2014-04-08,SKU_A,S2,4
2014-04-08,SKU_B,S1,7
2014-04-08,SKU_B,S2,6
2014-04-08,SKU_C,S1,2
2014-04-08,SKU_C,S2,1
2014-04-09,SKU_A,S1,4
2014-04-09,SKU_A,S2,4
2014-04-09,SKU_B,S1,6
2014-04-09,SKU_B,S2,6
2014-04-09,SKU_C,S1,3
2014-04-09,SKU_C,S2,3
2014-04-10,SKU_A,S1,4
2014-04-10,SKU_A,S2,4
2014-04-10,SKU_B,S1,5
2014-04-10,SKU_B,S2,5
2014-04-10,SKU_C,S1,3
2014-04-10,SKU_C,S2,3
2014-04-11,SKU_A,S1,5
2014-04-11,SKU_A,S2,5
2014-04-11,SKU_B,S1,5
2014-04-11,SKU_B,S2,5
2014-04-11,SKU_C,S1,4
2014-04-11,SKU_C,S2,3
2014-04-12,SKU_A,S1,4
2014-04-12,SKU_A,S2,4
2014-04-12,SKU_B,S1,6
2014-04-12,SKU_B,S2,6
2014-04-12,SKU_C,S1,3
2014-04-12,SKU_C,S2,2
2014-04-13,SKU_A,S1,4
2014-04-13,SKU_A,S2,4
2014-04-13,SKU_B,S1,7
2014-04-13,SKU_B,S2,6
2014-04-13,SKU_C,S1,4
2014-04-13,SKU_C,S2,3
2014-04-14,SKU_A,S1,5
2014-04-14,SKU_A,S2,5
2014-04-14,SKU_B,S1,7
2014-04-14,SKU_B,S2,6
2014-04-14,SKU_C,S1,3
2014-04-14,SKU_C,S2,3
2014-04-15,SKU_A,S1,5
2014-04-15,SKU_A,S2,5
2014-04-15,SKU_B,S1,6
2014-04-15,SKU_B,S2,6
2014-04-15,SKU_C,S1,4
2014-04-15,SKU_C,S2,3
2014-04-16,SKU_A,S1,4
2014-04-16,SKU_A,S2,4
2014-04-16,SKU_B,S1,6
2014-04-16,SKU_B,S2,6
2014-04-16,SKU_C,S1,3
2014-04-16,SKU_C,S2,2
2014-04-17,SKU_A,S1,5
2014-04-17,SKU_A,S2,5
2014-04-17,SKU_B,S1,6
2014-04-17,SKU_B,S2,5
2014-04-17,SKU_C,S1,4
2014-04-17,SKU_C,S2,3
2014-04-18,SKU_A,S1,4
2014-04-18,SKU_A,S2,4
2014-04-18,SKU_B,S1,7
2014-04-18,SKU_B,S2,6
2014-04-18,SKU_C,S1,4
2014-04-18,SKU_C,S2,3
2014-04-19,SKU_A,S1,5
2014-04-19,SKU_A,S2,5
2014-04-19,SKU_B,S1,7
2014-04-19,SKU_B,S2,6
2014-04-19,SKU_C,S1,2
2014-04-19,SKU_C,S2,2
2014-04-20,SKU_A,S1,5
2014-04-20,SKU_A,S2,4
2014-04-20,SKU_B,S1,6
2014-04-20,SKU_B,S2,5
2014-04-20,SKU_C,S1,3
2014-04-20,SKU_C,S2,2
2014-04-21,SKU_A,S1,5
2014-04-21,SKU_A,S2,5
2014-04-21,SKU_B,S1,7
2014-04-21,SKU_B,S2,6
2014-04-21,SKU_C,S1,3
2014-04-21,SKU_C,S2,2
2014-04-22,SKU_A,S1,4
2014-04-22,SKU_A,S2,4
2014-04-22,SKU_B,S1,6
2014-04-22,SKU_B,S2,6
2014-04-22,SKU_C,S1,3
2014-04-22,SKU_C,S2,2
2014-04-23,SKU_A,S1,4
2014-04-23,SKU_A,S2,4
2014-04-23,SKU_B,S1,6
2014-04-23,SKU_B,S2,6
2014-04-23,SKU_C,S1,4
2014-04-23,SKU_C,S2,3
2014-04-24,SKU_A,S1,5
2014-04-24,SKU_A,S2,4
2014-04-24,SKU_B,S1,5
2014-04-24,SKU_B,S2,5
2014-04-24,SKU_C,S1,3
2014-04-24,SKU_C,S2,3
2014-04-25,SKU_A,S1,5
2014-04-25,SKU_A,S2,4
2014-04-25,SKU_B,S1,6
2014-04-25,SKU_B,S2,6
2014-04-25,SKU_C,S1,4
2014-04-25,SKU_C,S2,4
2014-04-26,SKU_A,S1,4
2014-04-26,SKU_A,S2,3
2014-04-26,SKU_B,S1,6
2014-04-26,SKU_B,S2,5
2014-04-26,SKU_C,S1,4
2014-04-26,SKU_C,S2,3
2014-04-27,SKU_A,S1,4
2014-04-27,SKU_A,S2,3
2014-04-27,SKU_B,S1,7
2014-04-27,SKU_B,S2,6
2014-04-27,SKU_C,S1,3
2014-04-27,SKU_C,S2,3
2014-04-28,SKU_A,S1,5
2014-04-28,SKU_A,S2,4
2014-04-28,SKU_B,S1,6
2014-04-28,SKU_B,S2,5
2014-04-28,SKU_C,S1,4
2014-04-28,SKU_C,S2,3
2014-04-29,SKU_A,S1,5
2014-04-29,SKU_A,S2,5
2014-04-29,SKU_B,S1,6
2014-04-29,SKU_B,S2,6
2014-04-29,SKU_C,S1,3
2014-04-29,SKU_C,S2,3
2014-04-30,SKU_A,S1,5
2014-04-30,SKU_A,S2,4
2014-04-30,SKU_B,S1,6
2014-04-30,SKU_B,S2,5
2014-04-30,SKU_C,S1,3
2014-04-30,SKU_C,S2,3
2014-05-01,SKU_A,S1,5
2014-05-01,SKU_A,S2,4
2014-05-01,SKU_B,S1,6
2014-05-01,SKU_B,S2,6
2014-05-01,SKU_C,S1,4
2014-05-01,SKU_C,S2,3
2014-05-02,SKU_A,S1,4
2014-05-02,SKU_A,S2,4
2014-05-02,SKU_B,S1,6
2014-05-02,SKU_B,S2,6
2014-05-02,SKU_C,S1,4
2014-05-02,SKU_C,S2,3
2014-05-03,SKU_A,S1,4
2014-05-03,SKU_A,S2,4
2014-05-03,SKU_B,S1,6
2014-05-03,SKU_B,S2,5
2014-05-03,SKU_C,S1,3
2014-05-03,SKU_C,S2,3
2014-05-04,SKU_A,S1,5
2014-05-04,SKU_A,S2,5
2014-05-04,SKU_B,S1,6
2014-05-04,SKU_B,S2,6
2014-05-04,SKU_C,S1,4
2014-05-04,SKU_C,S2,3
2014-05-05,SKU_A,S1,5
2014-05-05,SKU_A,S2,5
2014-05-05,SKU_B,S1,7
2014-05-05,SKU_B,S2,6
2014-05-05,SKU_C,S1,4
2014-05-05,SKU_C,S2,3
2014-05-06,SKU_A,S1,6
2014-05-06,SKU_A,S2,5
2014-05-06,SKU_B,S1,6
2014-05-06,SKU_B,S2,6
2014-05-06,SKU_C,S1,2
2014-05-06,SKU_C,S2,2
2014-05-07,SKU_A,S1,5
2014-05-07,SKU_A,S2,5
2014-05-07,SKU_B,S1,6
2014-05-07,SKU_B,S2,6
2014-05-07,SKU_C,S1,3
2014-05-07,SKU_C,S2,3
2014-05-08,SKU_A,S1,5
2014-05-08,SKU_A,S2,5
2014-05-08,SKU_B,S1,5
2014-05-08,SKU_B,S2,5
2014-05-08,SKU_C,S1,3
2014-05-08,SKU_C,S2,2
2014-05-09,SKU_A,S1,4
2014-05-09,SKU_A,S2,3
2014-05-09,SKU_B,S1,6
2014-05-09,SKU_B,S2,5
2014-05-09,SKU_C,S1,3
2014-05-09,SKU_C,S2,3
2014-05-10,SKU_A,S1,5
2014-05-10,SKU_A,S2,4
